sentence university,hypothesis university,sentence text,hypothesis text,sentence nile,hypothesis nile,type,conflict,features,prediction
University of Illinois - Urbana Champaign,Rose-Hulman Institute of Technology,IMAP and secure IMAP are allowed by the University firewall,The individual will have a 4 Mbps bandwidth rate limit,"define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('IMAP'), protocol('secure IMAP')","define intent uniIntent: for endpoint('host') set bandwidth('max', '4', 'mbps')",path,0,"[2, 1, 1440.0, 0, 0, 1, 0, 0.6746551420465183, 2, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1]",0
University of Illinois - Urbana Champaign,Rose-Hulman Institute of Technology,IMAP and secure IMAP are allowed by the University firewall,"RHIT-OPEN will work in labs, classrooms and residence halls but does not allow the user to access the internal Rose-Hulman network","define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('IMAP'), protocol('secure IMAP')",define intent uniIntent: from endpoint('guests') to endpoint('servers') for group('host') block traffic('any'),path,0,"[2, 1, 1440.0, 1, 0, 1, 1, 0.6243029955516158, 3, 0, 0, 0, 1, 0, 1, 0, 2, 0, 1]",1
University of Illinois - Urbana Champaign,University of Illinois - Chicago,IMAP and secure IMAP are allowed by the University firewall,"You may not run FTP, telnet, peer-to-peer, HTTP, IRC, DNS and mail server on your ResNet or UIC wireless","define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('IMAP'), protocol('secure IMAP')","define intent uniIntent: for endpoint('dorms'), endpoint('wireless') block protocol('ftp'), protocol('telnet'), traffic('peer2peer'), protocol('http'), service('irc'), protocol('dns'), service('email')",negation,1,"[2, 1, 1440.0, 1, 1, 0, 1, 0.9147835569875316, 3, 0, 2, 0, 0, 0, 1, 3.1046802426518014, 6, 0, 1]",1
University of Illinois - Urbana Champaign,Cornell University,IMAP and secure IMAP are allowed by the University firewall,Students have 200 GB of Free monthly usage,"define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('IMAP'), protocol('secure IMAP')","define intent uniIntent: for group('students') set quota('download', '200', 'gb/mth')",path,0,"[2, 1, 1440.0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 2, 0, 1]",0
University of Illinois - Urbana Champaign,University of Texas - Austin,IMAP and secure IMAP are allowed by the University firewall,Faculty members have 500 Gb per week of free network use,"define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('IMAP'), protocol('secure IMAP')","define intent uniIntent: for group('professors') set quota('download', '500', 'gb/wk')",path,0,"[2, 1, 1440.0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 2, 0, 1]",0
University of Illinois - Urbana Champaign,North Dakota State University,IMAP and secure IMAP are allowed by the University firewall,Students have a quota of 5 GB per day The quota is reset at 6am,"define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('IMAP'), protocol('secure IMAP')","define intent uniIntent: for group('students') set quota('download', '5','gb/d') start hour('06:00') end('05:59')",path,0,"[2, 1, 1440.0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 2, 0, 1]",0
University of Illinois - Urbana Champaign,Rutgers University,IMAP and secure IMAP are allowed by the University firewall,Internet is limited to 3 Mbps per host,"define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('IMAP'), protocol('secure IMAP')","define intent uniIntent: for endpoint('host') set bandwidth('max', '3', 'mbps')",path,0,"[2, 1, 1440.0, 0, 0, 1, 0, 0.6746551420465183, 2, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1]",0
University of Illinois - Urbana Champaign,Rose-Hulman Institute of Technology,IMAP and secure IMAP are allowed by the University firewall,P2P application is separately capped at 30 Mbps for the entire campus,"define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('IMAP'), protocol('secure IMAP')","define intent uniIntent: for traffic ('peer2peer'), endpoint('campus') set bandwidth('max', '30', 'mbps')",path,0,"[2, 1, 1440.0, 0, 1, 0, 0, 0.6822049061798464, 2, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1]",0
University of Illinois - Urbana Champaign,Rose-Hulman Institute of Technology,IMAP and secure IMAP are allowed by the University firewall,Guests' network is rate-limited to 5 Mb/s per user,"define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('IMAP'), protocol('secure IMAP')","define intent uniIntent: for group('guests') set bandwidth('max', '5', 'mbps')",path,0,"[2, 1, 1440.0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 2, 0, 1]",0
University of Illinois - Urbana Champaign,Missouri State University,IMAP and secure IMAP are allowed by the University firewall,The ResNet cap is currently 200 gigabytes per each 7 day period of combined incoming and outgoing traffic,"define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('IMAP'), protocol('secure IMAP')","define intent uniIntent: for group('dorms') set quota('any', '200', 'gb/wk') ",path,0,"[2, 1, 1440.0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 2, 0, 1]",0
University of Illinois - Urbana Champaign,University of Washington,IMAP and secure IMAP are allowed by the University firewall,These network security changes include blocking traffic from the Internet into the UW network over FTP,"define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('IMAP'), protocol('secure IMAP')",define intent uniIntent: from endpoint('internet') to endpoint('network') block protocol('ftp') ,negation,0,"[2, 1, 1440.0, 1, 1, 0, 0, 1.488285696083598, 3, 0, 0, 0, 0, 0, 0, 0.7218348978171518, 3, 0, 1]",0
University of Illinois - Urbana Champaign,University of Michigan - Ann Harbor,IMAP and secure IMAP are allowed by the University firewall,"Elements of network security currently include the following four solutions: Network Border Infrastructure System, Intrusion Prevention System, Firewalls, and Custom Unit Firewalls","define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('IMAP'), protocol('secure IMAP')","define intent uniIntent: for endpoint('network') add middlebox('network border system'), middlebox('ips'), middlebox('firewall'), middlebox('unit firewall') ",synonym,0,"[2, 1, 1440.0, 0, 0, 0, 0, 0.773564834169732, 2, 0, 0, 0, 0, 0, 0, 0, 2, 2.3646304569901515, 5]",0
University of Illinois - Urbana Champaign,University of California - San Diego,IMAP and secure IMAP are allowed by the University firewall,ACT/IT Infrastructure monitors traffic on the network for the purpose of maintaining proper network function,"define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('IMAP'), protocol('secure IMAP')",define intent uniIntent: for endpoint('network') add middlebox('traffic monitor') ,synonym,0,"[2, 1, 1440.0, 0, 0, 0, 0, 0.773564834169732, 2, 0, 0, 0, 0, 0, 0, 0, 2, 0.5355094812048101, 2]",0
University of Illinois - Urbana Champaign,Brown University,IMAP and secure IMAP are allowed by the University firewall,"CIS restricts traffic that is known to cause damage to the network or hosts on it, such as NETBIOS","define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('IMAP'), protocol('secure IMAP')",define intent uniIntent: for endpoint('network') block service('NETBIOS'),negation,0,"[2, 1, 1440.0, 1, 0, 0, 0, 0.773564834169732, 2, 0, 1, 0, 0, 0, 0, 0, 2, 0, 1]",0
University of Illinois - Urbana Champaign,Brown University,IMAP and secure IMAP are allowed by the University firewall,All network traffic passing in or out of Brown's network is monitored by an intrusion detection system for signs of compromises,"define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('IMAP'), protocol('secure IMAP')",define intent uniIntent: for endpoint('network') add middlebox('traffic monitor') ,synonym,0,"[2, 1, 1440.0, 0, 0, 0, 0, 0.773564834169732, 2, 0, 0, 0, 0, 0, 0, 0, 2, 0.5355094812048101, 2]",0
University of Illinois - Urbana Champaign,New York University,IMAP and secure IMAP are allowed by the University firewall,"You may not run any services (e.g., FTP services, listservers, P2P file sharing servers, publishing files via generic file services, etc.) via NYU's ResNet or NYURoam wireless networks","define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('IMAP'), protocol('secure IMAP')","define intent uniIntent: for endpoint('dorms'), endpoint('wireless') block protocol('ftp'), service('listserver'), traffic('peer2peer')",negation,0,"[2, 1, 1440.0, 1, 1, 0, 0, 0.9147835569875316, 3, 0, 1, 0, 0, 0, 1, 0.7218348978171518, 3, 0, 1]",0
University of Illinois - Urbana Champaign,Penn State University - University Park,IMAP and secure IMAP are allowed by the University firewall,Housing does not normally limit the amount of bandwidth,"define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('IMAP'), protocol('secure IMAP')",define intent uniIntent: for endpoint('dorms') unset bandwidth(),path,0,"[2, 1, 1440.0, 0, 0, 1, 0, 0.5473502110802286, 2, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1]",0
University of Illinois - Urbana Champaign,Univeristy of Virginia,IMAP and secure IMAP are allowed by the University firewall,"The UVA More Secure Network uses a firewall, a network security device designed to help protect your computer from hackers and other malicious people on the Internet.","define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('IMAP'), protocol('secure IMAP')",define intent uniIntent: for endpoint('network') add middlebox('firewall'),synonym,0,"[2, 1, 1440.0, 0, 0, 0, 0, 0.773564834169732, 2, 0, 0, 0, 0, 0, 0, 0, 2, 1.0, 2]",0
University of Illinois - Urbana Champaign,Univeristy of Virginia,IMAP and secure IMAP are allowed by the University firewall,"The network firewall does prevent some applications from working in their normal manner, for example, video and audio conferencing products that use the H.323","define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('IMAP'), protocol('secure IMAP')",define intent uniIntent: for endpoint('network') block traffic('H323 video conferencing'),negation,0,"[2, 1, 1440.0, 1, 0, 0, 0, 0.773564834169732, 2, 0, 0, 0, 0, 0, 1, 0, 2, 0, 1]",0
University of Illinois - Urbana Champaign,Univeristy of California - Davis,IMAP and secure IMAP are allowed by the University firewall,The UC Davis network is continually scanned for prohibited activities and network threats.,"define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('IMAP'), protocol('secure IMAP')",define intent uniIntent: for endpoint('network') add middlebox('traffic monitor'),synonym,0,"[2, 1, 1440.0, 0, 0, 0, 0, 0.773564834169732, 2, 0, 0, 0, 0, 0, 0, 0, 2, 0.5355094812048101, 2]",0
University of Illinois - Urbana Champaign,University of Illinois - Urbana Champaign,"MSN audio and video communications are not allowed by the University firewall, but the MSN chat, application sharing and file transferring are not blocked",Net2Phone is allowed by the University firewall,"define intent uniIntent: for endpoint('university') add middlebox('firewall') block service('MSN video'), service('MSN audio') allow service('MSN chat'), service('MSN application sharing'), service('file transfer')",define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('Net2Phone'),negation,0,"[2, 1, 1440.0, 1, 1, 0, 0, 1.0, 2, 1.8753491685414465, 6, 0, 0, 0, 0, 0, 0, 1.0, 2]",0
University of Illinois - Urbana Champaign,University of Illinois - Urbana Champaign,"MSN audio and video communications are not allowed by the University firewall, but the MSN chat, application sharing and file transferring are not blocked",PC-Telephone is allowed by the University firewall,"define intent uniIntent: for endpoint('university') add middlebox('firewall') block service('MSN video'), service('MSN audio') allow service('MSN chat'), service('MSN application sharing'), service('file transfer')",define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('PC Telephone'),negation,0,"[2, 1, 1440.0, 1, 1, 0, 0, 1.0, 2, 3.068881465484221, 6, 0, 0, 0, 0, 0, 0, 1.0, 2]",0
University of Illinois - Urbana Champaign,University of Illinois - Urbana Champaign,"MSN audio and video communications are not allowed by the University firewall, but the MSN chat, application sharing and file transferring are not blocked",POP3 and secure POP are allowed by the University firewall,"define intent uniIntent: for endpoint('university') add middlebox('firewall') block service('MSN video'), service('MSN audio') allow service('MSN chat'), service('MSN application sharing'), service('file transfer')","define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('POP3'), protocol('secure POP')",negation,0,"[2, 1, 1440.0, 1, 1, 0, 0, 1.0, 2, 0, 5, 0, 0, 0, 0, 0, 2, 1.0, 2]",0
University of Illinois - Urbana Champaign,University of Illinois - Urbana Champaign,"MSN audio and video communications are not allowed by the University firewall, but the MSN chat, application sharing and file transferring are not blocked",SMTP is allowed by the University firewall,"define intent uniIntent: for endpoint('university') add middlebox('firewall') block service('MSN video'), service('MSN audio') allow service('MSN chat'), service('MSN application sharing'), service('file transfer')",define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('SMTP'),negation,0,"[2, 1, 1440.0, 1, 1, 0, 0, 1.0, 2, 0, 5, 0, 0, 0, 0, 0, 1, 1.0, 2]",0
University of Illinois - Urbana Champaign,University of Illinois - Urbana Champaign,"MSN audio and video communications are not allowed by the University firewall, but the MSN chat, application sharing and file transferring are not blocked",Sony Playstation 2 is allowed by the University firewall,"define intent uniIntent: for endpoint('university') add middlebox('firewall') block service('MSN video'), service('MSN audio') allow service('MSN chat'), service('MSN application sharing'), service('file transfer')",define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('Sony Playstation 2'),negation,0,"[2, 1, 1440.0, 1, 1, 0, 0, 1.0, 2, 2.569508593143121, 6, 0, 0, 0, 0, 0, 0, 1.0, 2]",0
